Title,ISBN,Author,Rating,Date of publish,Category,user_id,LIKE,Comment
That Used to Be Us: How America Fell Behind in the World It Invented and How We Can Come Back,9781427213716,"Thomas L. Friedman,Michael Mandelbaum,Jason Culp",,"January 1, 2011",Personal-Development,240,1,I struggled to connect with the main character.
The Mon$ter Money Book,9780823409228,Loreen Leedy,3.0,"March 1, 1992",Math,4,1,A captivating story with well-developed characters.
The Absolutely True Diary of a Part-Time Indian,9780316013680,"Sherman Alexie,Ellen Forney",4.0,"September 12, 2007",Math,353,0,I couldn't put it down!
The Remarkable Farkle McBride,9780689835414,"John Lithgow,C.F. Payne",4.0,"January 1, 2000",Math,93,0,A captivating story with well-developed characters.
Survival of the Sickest: A Medical Maverick Discovers Why We Need Disease,9780060889654,"Sharon  Moalem,Jonathan Prince",4.0,"January 1, 2007",Math,162,0,This book really made me think about [a theme].
Space Rocks!,9781595147134,Tom  O&apos;Donnell,4.0,"February 6, 2014",Children,340,1,I struggled to connect with the main character.
"Bad Boys Need Love Too (Bad Boys Need Love Too, #1)",9780996037013,Christa Tomlinson,4.0,"October 21, 2014",Cars,29,1,Disappointing after all the hype.
"Bad Boys Need Love Too (Bad Boys Need Love Too, #1)",9780996037013,Christa Tomlinson,,"October 21, 2014",Cars,431,0,I would recommend this to fans of [genre].
Never Split the Difference: Negotiating As If Your Life Depended On It,9780062407801,"Chris Voss,Tahl Raz",1.0,"May 17, 2016",Business,462,0,Disappointing after all the hype.
The Secret Teachings of All Ages,9781585422500,Manly P. Hall,1.0,"January 1, 1928",Technology,145,0,A captivating story with well-developed characters.
The Secret Teachings of All Ages,9781585422500,Manly P. Hall,2.0,"January 1, 1928",Technology,193,0,The ending left me wanting more.
"The Warrior Heir (The Heir Chronicles, #1)",9780786839179,Cinda Williams Chima,4.0,"March 28, 2006",Children,155,0,The pacing felt a bit off in the middle.
Civil War: A Marvel Comics Event,9780785121794,Mark Millar,3.0,"January 1, 2006",Comics,215,0,Disappointing after all the hype.
Christmas Oranges,9781591560982,"Linda Bethers,Ben Sowards",4.0,"January 1, 1999",Children,146,0,A quick and entertaining read.
Christmas Oranges,9781591560982,"Linda Bethers,Ben Sowards",4.0,"January 1, 1999",Children,226,0,"Not what I expected, but in a good way!"
Brain on Fire: My Month of Madness,9781451621372,Susannah Cahalan,4.0,"November 13, 2012",Children,345,0,
"The Sandman, Vol. 8: Worlds' End",9781563891700,"Neil Gaiman,Mike Allred,Gary Amaro,Mark Buckingham,David Giordano,Tony Harris,Steve Leialoha,Vince Locke,Shea Anton Pensa,Alec Stevens,Bryan Talbot,John Watkiss,Todd Klein,Michael Zulli,Stephen        King",,"November 4, 1993",Comics,445,1,A captivating story with well-developed characters.
Mathematics: The Loss of Certainty,9780195030853,Morris Kline,3.0,"January 1, 1980",Math,151,0,I found the writing style to be quite beautiful.
"Love, Aubrey",9780385737746,Suzanne LaFleur,4.0,"January 1, 2009",Cars,63,0,The plot twists kept me guessing until the end.
"Love, Aubrey",9780385737746,Suzanne LaFleur,4.0,"January 1, 2009",Cars,429,1,Disappointing after all the hype.
The Birds of Pandemonium: Life Among the Exotic & the Endangered,9781616201364,Michele Raffin,4.0,"August 28, 2014",Biology,394,0,The plot twists kept me guessing until the end.
The Goal: 40th Anniversary Edition: A Process of Ongoing Improvement,9780884271956,"Eliyahu M. Goldratt,Jeff Cox",4.0,"January 1, 1984",Personal-Development,116,1,I found the writing style to be quite beautiful.
The Mathematics of the Gods and the Algorithms of Men: A Cultural History,9781643134147,"Paolo Zellini,Erica Segre,Carnell Simon",3.0,"October 1, 2016",Math,124,1,A captivating story with well-developed characters.
King Bidgood's in the Bathtub,9780152055783,"Audrey Wood,Don Wood",4.0,"January 1, 1985",Children,487,1,The world-building in this fantasy novel is incredible.
"Theft of Swords (The Riyria Revelations, #1-2)",9780316187749,Michael J. Sullivan,2.0,"November 23, 2011",Fantasy,319,0,The world-building in this fantasy novel is incredible.
C++: How to Program,9780131857575,"Harvey M. Deitel,Paul J. Deitel",4.0,"January 1, 2014",Computer-Science,26,1,A thought-provoking and insightful book.
"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",9780064431439,Esphyr Slobodkina,,"January 1, 1940",Cars,228,1,The ending left me wanting more.
"Miss Moriarty, I Presume? (Lady Sherlock, #6)",9780593200582,Sherry Thomas,4.0,"November 2, 2021",nonfiction,193,0,A classic for a reason. Highly enjoyable.
Theoretical Neuroscience: Computational And Mathematical Modeling of Neural Systems (Computational Neuroscience),9780262541855,"Peter Dayan,Laurence F. Abbott",4.0,"September 1, 2001",Computer-Science,92,1,This book really made me think about [a theme].
A Short History of Nearly Everything,9780767908184,Bill Bryson,4.0,"January 1, 2003",Biology,30,0,This book really made me think about [a theme].
"Harry Potter and the Sorcerer’s Stone (Harry Potter, #1)",9789771418818,"J.K. Rowling,Olly Moss",4.0,"June 26, 1997",Fantasy,146,0,Disappointing after all the hype.
Fundamentals of Complex Analysis with Applications to Engineering and Science (Classic Version) (Pearson Modern Classics for Advanced Mathematics Series),9780134689487,"Edward B. Saff,Arthur David Snider",4.0,"December 1, 1999",Math,159,1,The world-building in this fantasy novel is incredible.
Fundamentals of Complex Analysis with Applications to Engineering and Science (Classic Version) (Pearson Modern Classics for Advanced Mathematics Series),9780134689487,"Edward B. Saff,Arthur David Snider",1.0,"December 1, 1999",Math,221,0,A captivating story with well-developed characters.
The Alchemist's Daughter,9780307335852,Katharine McMahon,3.0,"January 31, 2006",Computer-Science,404,0,A quick and entertaining read.
Musicophilia: Tales of Music and the Brain,9780307267917,Oliver Sacks,4.0,"January 1, 2007",Personal-Development,10,1,A quick and entertaining read.
Musicophilia: Tales of Music and the Brain,9780307267917,Oliver Sacks,4.0,"January 1, 2007",Personal-Development,30,0,Disappointing after all the hype.
"Heartstopper: Volume One (Heartstopper, #1)",9781527225336,Alice Oseman,4.0,"January 1, 2018",Comics,355,1,Disappointing after all the hype.
Flamingos Are Pretty Funky: A (Not So) Serious Guide,9780063234444,Abi Cushman,3.0,"June 4, 2024",Math,251,0,The ending left me wanting more.
Rootabaga Stories,9781463590857,Carl Sandburg,4.0,"January 1, 1922",Children,7,1,This book really made me think about [a theme].
An Introvert's Guide to World Domination: Become a High Level Networker and Upgrade Your Life,9781544515670,Nick  Shelton,,"September 2, 2020",Personal-Development,91,0,I would recommend this to fans of [genre].
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",9780316338912,Nathalia Holt,4.0,"April 12, 2016",Math,189,1,Disappointing after all the hype.
Flying Free: My Victory over Fear to Become the First Latina Pilot on the US Aerobatic Team,9781982642464,Cecilia Aragon,4.0,"September 22, 2020",Computer-Science,264,0,The pacing felt a bit off in the middle.
The Measure of a Man: A Spiritual Autobiography,9780061357909,Sidney Poitier,4.0,"January 1, 2000",nonfiction,45,0,
"Great by Choice: Uncertainty, Chaos, and Luck—Why Some Thrive Despite Them All",9780062121004,"Jim Collins,Jim Collins,Morten T. Hansen",,"January 1, 2011",Business,42,0,The pacing felt a bit off in the middle.
Rosebush,9781595143532,Michele Jaffe,4.0,"December 7, 2010",Cars,485,0,I couldn't put it down!
Sally Ride: America's First Woman in Space,9781476725765,Lynn Sherr,4.0,"June 3, 2014",Math,29,1,"Not what I expected, but in a good way!"
Sally Ride: America's First Woman in Space,9781476725765,Lynn Sherr,1.0,"June 3, 2014",Math,48,0,"Not what I expected, but in a good way!"
Sally Ride: America's First Woman in Space,9781476725765,Lynn Sherr,2.0,"June 3, 2014",Math,290,0,A thought-provoking and insightful book.
The Checklist Manifesto: How to Get Things Right,9780805091748,Atul Gawande,2.0,"December 22, 2009",Personal-Development,278,0,A quick and entertaining read.
The Night Before Kindergarten,9780448425009,"Natasha Wing,Julie Durrell,Julie Durrel",4.0,"July 1, 2001",Math,58,0,The plot twists kept me guessing until the end.
The Night Before Kindergarten,9780448425009,"Natasha Wing,Julie Durrell,Julie Durrel",4.0,"July 1, 2001",Math,151,1,Disappointing after all the hype.
Just Love Her,9781068630019,Raz Mihal,1.0,"July 13, 2024",Business,366,0,A captivating story with well-developed characters.
Thinking in Java,9780131872486,Bruce Eckel,4.0,"February 19, 1998",Computer-Science,457,1,This book really made me think about [a theme].
Battle Lines: A Graphic History of the Civil War,9780809094745,"Jonathan Fetter-Vorm,Ari Kelman",4.0,"August 12, 2014",Math,244,1,A quick and entertaining read.
Battle Lines: A Graphic History of the Civil War,9780809094745,"Jonathan Fetter-Vorm,Ari Kelman",4.0,"August 12, 2014",Math,246,0,The world-building in this fantasy novel is incredible.
And a Bottle of Rum: A History of the New World in Ten Cocktails,9781400051670,Wayne Curtis,,"July 25, 2006",Technology,476,0,A captivating story with well-developed characters.
Relish: My Life in the Kitchen,9781596436237,Lucy Knisley,4.0,"April 2, 2013",Comics,189,1,Disappointing after all the hype.
"Whispers of the Dead (David Hunter, #3)",9780593055274,Simon Beckett,4.0,"January 1, 2009",Children,312,0,I found the writing style to be quite beautiful.
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,9780849946158,"Todd Burpo,Lynn Vincent",4.0,"November 2, 2010",Personal-Development,117,1,"Not what I expected, but in a good way!"
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,9780849946158,"Todd Burpo,Lynn Vincent",4.0,"November 2, 2010",Personal-Development,169,0,The pacing felt a bit off in the middle.
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,9780849946158,"Todd Burpo,Lynn Vincent",2.0,"November 2, 2010",Personal-Development,259,0,This book really made me think about [a theme].
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,9780849946158,"Todd Burpo,Lynn Vincent",,"November 2, 2010",Personal-Development,357,1,Disappointing after all the hype.
"Shadow Kiss (Vampire Academy, #3)",9781595141972,Richelle Mead,,"November 13, 2008",Fantasy,183,1,
"Shadow Kiss (Vampire Academy, #3)",9781595141972,Richelle Mead,4.0,"November 13, 2008",Fantasy,279,1,A captivating story with well-developed characters.
The Book of Mormon: Another Testament of Jesus Christ,9780967686561,Joseph Smith Jr.,1.0,"March 26, 1830",Personal-Development,241,0,This book really made me think about [a theme].
The Book of Mormon: Another Testament of Jesus Christ,9780967686561,Joseph Smith Jr.,4.0,"March 26, 1830",Personal-Development,258,1,A thought-provoking and insightful book.
"Check, Please! Book 2: Sticks & Scones (Check, Please!, #3-4)",9781250179500,Ngozi Ukazu,4.0,"April 7, 2020",Comics,204,0,I couldn't put it down!
A Wizard’s Guide to Defensive Baking,9781614505242,T. Kingfisher,4.0,"July 21, 2020",Math,131,1,Disappointing after all the hype.
A Wizard’s Guide to Defensive Baking,9781614505242,T. Kingfisher,4.0,"July 21, 2020",Math,498,0,This book really made me think about [a theme].
"Rhetoric, Poetics and Logic",9780786103010,Aristotle,4.0,"March 1, 1992",Math,263,0,A thought-provoking and insightful book.
"Rhetoric, Poetics and Logic",9780786103010,Aristotle,4.0,"March 1, 1992",Math,294,1,
"Rhetoric, Poetics and Logic",9780786103010,Aristotle,,"March 1, 1992",Math,330,0,The world-building in this fantasy novel is incredible.
Charlotte’s Web,9780064410939,"E.B. White,Garth Williams,Rosemary Wells",4.0,"October 15, 1952",Fantasy,477,0,I found the writing style to be quite beautiful.
Arithmechicks Take Away: A Math Story,9781629798080,"Ann Marie Stephens,Jia Liu",4.0,"August 11, 2020",Math,106,1,A captivating story with well-developed characters.
Algebra,9780132413770,Michael Artin,3.0,"January 1, 1991",Computer-Science,355,0,The world-building in this fantasy novel is incredible.
"The Power (The Secret, #2)",9781439181782,Rhonda Byrne,4.0,"August 17, 2010",Personal-Development,320,0,I found the writing style to be quite beautiful.
"Delivering Happiness: A Path to Profits, Passion, and Purpose",9780446563048,Tony Hsieh,4.0,"January 1, 2000",Business,246,1,I struggled to connect with the main character.
Branding: In Five and a Half Steps,9780500518960,Michael            Johnson,2.0,"November 15, 2016",Computer-Science,258,0,I would recommend this to fans of [genre].
Innovating Women:  The Changing Face of Technology,9781626814226,Vivek Wadhwa,4.0,"September 2, 2014",Computer-Science,151,1,I would recommend this to fans of [genre].
"The Darkest Night (Lords of the Underworld, #1)",9780373772469,Gena Showalter,4.0,"May 3, 2008",Biology,186,1,The pacing felt a bit off in the middle.
I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,9780767903820,Bill Bryson,1.0,"January 1, 1998",Personal-Development,223,0,Disappointing after all the hype.
I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,9780767903820,Bill Bryson,,"January 1, 1998",Personal-Development,410,1,A classic for a reason. Highly enjoyable.
"Stormdancer (The Lotus Wars, #1)",9780230762886,Jay Kristoff,3.0,"August 21, 2012",Children,253,0,
"Stormdancer (The Lotus Wars, #1)",9780230762886,Jay Kristoff,4.0,"August 21, 2012",Children,454,0,Disappointing after all the hype.
Discrete Mathematics and its Applications,9780072424348,Kenneth H. Rosen,,"April 1, 2000",Computer-Science,357,1,Disappointing after all the hype.
"Hellboy, Vol. 3: The Chained Coffin and Others",9781593070915,Mike Mignola,4.0,"January 1, 1998",Comics,35,0,I found the writing style to be quite beautiful.
"Hellboy, Vol. 3: The Chained Coffin and Others",9781593070915,Mike Mignola,4.0,"January 1, 1998",Comics,222,0,I struggled to connect with the main character.
Linear Algebra and Its Applications,9780321385178,David C. Lay,,"December 1, 1993",Math,235,1,"Not what I expected, but in a good way!"
Linear Algebra and Its Applications,9780321385178,David C. Lay,4.0,"December 1, 1993",Math,349,1,Disappointing after all the hype.
The Red Tent,9780312353766,Anita Diamant,1.0,"January 1, 1997",History,484,0,I couldn't put it down!
Remote: Office Not Required,9780804148993,"David Heinemeier Hansson,Jason Fried,Rebecca Lowman",3.0,"October 29, 2013",Personal-Development,115,0,"Not what I expected, but in a good way!"
xUnit Test Patterns: Refactoring Test Code,9780131495050,Gerard Meszaros,4.0,"May 1, 2003",Computer-Science,225,0,The plot twists kept me guessing until the end.
The Last Guardian (Clayton White #3),9781662510779,Simon Gervais,1.0,"October 10, 2023",Technology,320,0,A captivating story with well-developed characters.
The Boy in the Striped Pajamas,9780385751070,John Boyne,4.0,"January 1, 2006",History,394,0,A captivating story with well-developed characters.
Big Data: Principles and best practices of scalable realtime data systems,9781617290343,"Nathan Marz,James Warren",3.0,"January 1, 2012",Computer-Science,229,0,
